2024-09-29 13:27:36.239406,25,SELL,7.833399772644043
2024-09-29 13:27:36.239453,27,BUY,7.829599857330322
2024-09-29 13:27:36.239456,88,SELL,7.830709934234619
2024-09-29 13:27:36.239458,122,BUY,7.828479766845703
2024-09-29 13:27:36.239461,192,SELL,7.821800231933594
2024-09-29 13:27:36.239465,241,BUY,7.819940090179443
2024-09-29 13:27:36.239467,271,SELL,7.822110176086426
2024-09-29 13:27:36.239469,320,BUY,7.823480129241943
2024-09-29 13:27:36.239471,415,BUY,7.821280002593994
2024-09-29 13:27:36.239478,468,SELL,7.822030067443848
2024-09-29 13:27:36.239480,492,BUY,7.820089817047119
2024-09-29 13:27:36.239482,502,SELL,7.823299884796143
2024-09-29 13:27:36.239484,534,BUY,7.821589946746826
2024-09-29 13:27:36.239488,558,SELL,7.825099945068359
2024-09-29 13:27:36.239490,597,BUY,7.821189880371094
2024-09-29 13:27:36.239491,726,BUY,7.807640075683594
2024-09-29 13:27:36.239493,750,SELL,7.8104400634765625
2024-09-29 13:27:36.239496,798,BUY,7.801839828491211
2024-09-29 13:27:36.239498,883,SELL,7.798699855804443
2024-09-29 13:27:36.239500,932,BUY,7.7962799072265625
2024-09-29 13:27:36.239504,981,SELL,7.794000148773193
2024-09-29 13:27:36.239506,1124,BUY,7.812570095062256
2024-09-29 13:27:36.239508,1156,SELL,7.814549922943115
2024-09-29 13:27:36.239510,1200,BUY,7.805650234222412
2024-09-29 13:27:36.239512,1223,SELL,7.807240009307861
2024-09-29 13:27:36.239514,1264,BUY,7.80709981918335
2024-09-29 13:27:36.239516,1341,SELL,7.799990177154541
2024-09-29 13:27:36.239518,1477,SELL,7.8165998458862305
2024-09-29 13:27:36.239522,1539,BUY,7.808430194854736
2024-09-29 13:27:36.239524,1571,SELL,7.81387996673584
2024-09-29 13:27:36.239526,1603,BUY,7.8104400634765625
2024-09-29 13:27:36.239528,1645,SELL,7.810299873352051
2024-09-29 13:27:36.239530,1671,BUY,7.806950092315674
2024-09-29 13:27:36.239532,1692,SELL,7.8097100257873535
2024-09-29 13:27:36.239534,1740,BUY,7.8171000480651855
2024-09-29 13:27:36.239536,1771,SELL,7.820650100708008
2024-09-29 13:27:36.239538,1841,BUY,7.822400093078613
2024-09-29 13:27:36.239540,1935,SELL,7.822500228881836
2024-09-29 13:27:36.239543,1960,BUY,7.819900035858154
2024-09-29 13:27:36.239545,2034,BUY,7.81171989440918
2024-09-29 13:27:36.239547,2054,SELL,7.815269947052002
2024-09-29 13:27:36.239549,2103,SELL,7.819499969482422
2024-09-29 13:27:36.239551,2142,SELL,7.822199821472168
2024-09-29 13:27:36.239553,2191,BUY,7.820799827575684
2024-09-29 13:27:36.239555,2334,SELL,7.819270133972168
2024-09-29 13:27:36.239557,2419,BUY,7.819530010223389
2024-09-29 13:27:36.239559,2458,SELL,7.822299957275391
2024-09-29 13:27:36.239561,2510,BUY,7.822440147399902
2024-09-29 13:27:36.239564,2548,SELL,7.826109886169434
2024-09-29 13:27:36.239565,2588,SELL,7.828909873962402
2024-09-29 13:27:36.239567,2625,BUY,7.826399803161621
2024-09-29 13:27:36.239569,2690,BUY,7.82181978225708
2024-09-29 13:27:36.239571,2754,SELL,7.820809841156006
2024-09-29 13:27:36.239573,2809,BUY,7.821340084075928
2024-09-29 13:27:36.239575,2882,SELL,7.820400238037109
2024-09-29 13:27:36.239577,2928,BUY,7.8206000328063965
2024-09-29 13:27:36.239579,3001,SELL,7.822299957275391
2024-09-29 13:27:36.239581,3025,BUY,7.82213020324707
2024-09-29 13:27:36.239583,3038,SELL,7.823800086975098
2024-09-29 13:27:36.239585,3125,SELL,7.82696008682251
2024-09-29 13:27:36.239587,3197,SELL,7.82889986038208
2024-09-29 13:27:36.239589,3241,BUY,7.830170154571533
2024-09-29 13:27:36.239591,3266,SELL,7.831900119781494
2024-09-29 13:27:36.239593,3336,BUY,7.833970069885254
2024-09-29 13:27:36.239595,3367,SELL,7.8314900398254395
2024-09-29 13:27:36.239597,3405,BUY,7.8292999267578125
2024-09-29 13:27:36.239599,3431,BUY,7.82919979095459
2024-09-29 13:27:36.239601,3459,SELL,7.835390090942383
2024-09-29 13:27:36.239603,3508,BUY,7.832019805908203
2024-09-29 13:27:36.239605,3551,SELL,7.830430030822754
2024-09-29 13:27:36.239607,3574,BUY,7.824639797210693
2024-09-29 13:27:36.239609,3714,SELL,7.821199893951416
2024-09-29 13:27:36.239611,3740,BUY,7.816959857940674
2024-09-29 13:27:36.239613,3930,BUY,7.799560070037842
2024-09-29 13:27:36.239615,3958,SELL,7.802149772644043
2024-09-29 13:27:36.239617,4053,BUY,7.807199954986572
2024-09-29 13:27:36.239619,4079,SELL,7.810699939727783
2024-09-29 13:27:36.239622,4156,SELL,7.8226399421691895
2024-09-29 13:27:36.239624,4191,BUY,7.8180999755859375
2024-09-29 13:27:36.239626,4277,SELL,7.812129974365234
2024-09-29 13:27:36.239628,4307,BUY,7.811860084533691
2024-09-29 13:27:36.239630,4367,SELL,7.810699939727783
2024-09-29 13:27:36.239632,4406,BUY,7.8091301918029785
2024-09-29 13:27:36.239634,4564,SELL,7.808899879455566
2024-09-29 13:27:36.239636,4583,BUY,7.807549953460693
2024-09-29 13:27:36.239637,4648,SELL,7.810579776763916
